"","Start_year","End_year","Region","Region_alt","Region_type","Strata_included","Strata_excluded","Trend","Trend_Q0.025","Trend_Q0.05","Trend_Q0.25","Trend_Q0.75","Trend_Q0.95","Trend_Q0.975","Percent_Change","Percent_Change_Q0.025","Percent_Change_Q0.05","Percent_Change_Q0.25","Percent_Change_Q0.75","Percent_Change_Q0.95","Percent_Change_Q0.975","Relative_Abundance","Observed_Relative_Abundance","Number_of_strata","Width_of_95_percent_Credible_Interval","Number_of_Routes","Mean_Number_of_Routes","backcast_flag","model","species","trend_type","scale"
"12",1966,2021,"37_-82","37_-82","stratum","37_-82","",-7.8973158779855,-11.2032890725856,-10.6600555197116,-9.0652453862919,-6.75533461365141,-5.08665589335566,-4.54744079267013,-98.9161335330738,-99.8548462078739,-99.7969923740026,-99.4627895013048,-97.8653842244864,-94.3376049708939,-92.2675569729918,0.0854759125892857,0.0625,1,6.65584827991552,2,0.875,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"13",1966,2021,"38_-78","38_-78","stratum","38_-78","",-6.66046516795357,-9.78011941134352,-9.33277077898171,-7.74063957317802,-5.53854914009736,-3.9006671575197,-3.34519040931101,-97.7425934982509,-99.6519644155898,-99.5431549424841,-98.8099254171667,-95.644844690376,-88.7896149930498,-84.6081423953278,0.064370006875,0.0178571428571429,1,6.43492900203251,2,1.14285714285714,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"14",1966,2021,"38_-79","38_-79","stratum","38_-79","",-6.71096461483561,-9.08083450725208,-8.67247758289141,-7.50193288803545,-5.90193576318888,-4.75034214928249,-4.36342576950137,-97.8087943608858,-99.4678313970078,-99.3190861267538,-98.6281830166773,-96.4767949946066,-93.1215854328778,-91.4035205434509,0.389474613392857,0.424702380952381,1,4.71740873775071,6,4.66071428571429,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"15",1966,2021,"38_-80","38_-80","stratum","38_-80","",-7.73379424291604,-10.0752295521472,-9.72305438288372,-8.50067918332361,-6.96534735033607,-5.77356460528766,-5.40111906428647,-98.8050592080107,-99.7093545136916,-99.6396478322715,-99.2449375527109,-98.11435154851,-96.2024638382042,-95.2823039489404,0.931447502678571,0.856510416666667,1,4.67411048786076,7,3.92857142857143,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"16",1966,2021,"38_-81","38_-81","stratum","38_-81","",-8.96458922664995,-12.0971745860138,-11.5893971700998,-10.006361307439,-7.92795593497936,-6.37178702184916,-5.89242211770203,-99.4290874461835,-99.9167937583521,-99.8857807351398,-99.6968555222787,-98.9357879289177,-97.3247129272265,-96.4571499625341,0.7337878625,0.268920068027211,1,6.20475246831178,5,2.08928571428571,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"17",1966,2021,"39_-78","39_-78","stratum","39_-78","",-6.18408357588872,-8.42347268207115,-8.0756581740057,-6.96565821715279,-5.38002371541928,-4.25209189528415,-3.8797511643066,-97.01318111199,-99.2090857735596,-99.0257305231303,-98.1146980370423,-95.2240923830066,-90.8354488527849,-88.6546270250765,0.22661659375,0.237421507064364,1,4.54372151776455,9,5.42857142857143,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"18",1966,2021,"39_-79","39_-79","stratum","39_-79","",-6.75572707548823,-8.67864556276112,-8.38060380559529,-7.40931931463583,-6.12964025959973,-5.17751032328107,-4.865563449863,-97.8658783167372,-99.3216107916999,-99.1884628755445,-98.5505600522209,-96.9163397497718,-94.6281424100694,-93.5645876008387,0.582911116071429,0.559697984307359,1,3.81308211289812,14,8.66071428571429,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"19",1966,2021,"39_-80","39_-80","stratum","39_-80","",-8.39916407249568,-11.0836884844819,-10.6802083677872,-9.33889455355547,-7.50053483099183,-6.1851781476814,-5.76637763920701,-99.1974556657672,-99.843692743638,-99.7994957469541,-99.54484892909,-98.6270421882916,-97.0150971408051,-96.186500269681,0.227495369910714,0.241468253968254,1,5.3173108452749,6,4.26785714285714,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"20",1966,2021,"40_-75","40_-75","stratum","40_-75","",-6.88694780689414,-10.0469474403468,-9.51755881093569,-8.00223964540289,-5.78247743650128,-4.20708746821601,-3.705292068174,-98.0249369718658,-99.7042839681962,-99.5916458187877,-98.981997104613,-96.2221690945595,-90.5954979760137,-87.4647465037324,0.0237015723214286,0.0281593406593407,1,6.34165537217277,3,2.10714285714286,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"21",1966,2021,"40_-76","40_-76","stratum","40_-76","",-5.40209831504627,-8.37603480621738,-7.93194853558177,-6.44893235894107,-4.39659175674826,-2.92852157399558,-2.42252987269766,-95.2849892771531,-99.1862339818738,-98.9383230115728,-97.4432918597798,-91.565960486146,-80.4997389343791,-74.0447345471573,0.00501247409821429,0.00238095238095238,1,5.95350493351972,1,0.357142857142857,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"22",1966,2021,"40_-77","40_-77","stratum","40_-77","",-3.81002827325451,-6.05864670756808,-5.67001692711556,-4.5654495686015,-3.05995219667785,-1.98719794037543,-1.66093269981517,-88.1930196502526,-96.7854167914147,-95.9659932897396,-92.3473852422826,-81.9000392966056,-66.8445964430826,-60.1952712019951,0.434799008928571,0.357006802721088,1,4.39771400775291,8,5.625,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"23",1966,2021,"40_-78","40_-78","stratum","40_-78","",-5.27567003632744,-7.46646019564869,-7.13432693733777,-6.029554692662,-4.47992478038558,-3.33584339078427,-2.98110453869957,-94.9255985604544,-98.5989466039313,-98.2937738664645,-96.7302039129946,-91.9609252246349,-84.5260697048794,-81.0722962395596,0.236131241071429,0.20922619047619,1,4.48535565694911,7,4.89285714285714,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"24",1966,2021,"40_-79","40_-79","stratum","40_-79","",-6.93499518258007,-9.3320639246444,-8.97407298469637,-7.7691941259317,-6.13658374092962,-4.93516942439347,-4.5697673587055,-98.0802166135644,-99.5429590229231,-99.4323493770388,-98.8300152891994,-96.9288599425664,-93.818507826794,-92.3664063000894,0.222152732142857,0.22202380952381,1,4.7622965659389,10,6.21428571428571,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"25",1966,2021,"41_-73","41_-73","stratum","41_-73","",-8.16976732931245,-11.1971683462306,-10.7022680699769,-9.26304901349244,-7.1389753124595,-5.55836224000207,-5.08779238277857,-99.0790996018872,-99.8542948862937,-99.8022012409238,-99.523426387394,-98.2984647621649,-95.6948028923313,-94.3413328450307,0.0518843301785714,0.0569727891156463,1,6.10937596345206,8,5.33928571428571,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"26",1966,2021,"41_-74","41_-74","stratum","41_-74","",-7.8159293590555,-10.3782435357803,-9.9518833001305,-8.65272186339165,-6.95179961564816,-5.74536781982852,-5.30100144606877,-98.8621801845129,-99.7585985808529,-99.6865957454336,-99.3109374419571,-98.0991896360797,-96.1394546058811,-94.9996977700402,0.219182387321429,0.220605287569573,1,5.07724208971157,10,4.96428571428571,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"27",1966,2021,"41_-75","41_-75","stratum","41_-75","",-6.93263260627673,-9.22667583277876,-8.86392294902904,-7.70756827796195,-6.17139410084602,-5.02578741744643,-4.6549481971341,-98.0775342844413,-99.5128045104799,-99.3933081215638,-98.7862342094294,-96.9908800437928,-94.1343844155231,-92.7322705873744,0.171200756160714,0.137465986394558,1,4.57172763564466,8,5.76785714285714,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"28",1966,2021,"41_-76","41_-76","stratum","41_-76","",-5.47678502430457,-7.98296820853391,-7.57331280016531,-6.34345348319446,-4.57412109032896,-3.30134598957658,-2.83485507663058,-95.4854272126506,-98.9702018580885,-98.6852102850586,-97.2798197757855,-92.3855370257824,-84.2193967701356,-79.4374145022262,0.0161550577678571,0.0119047619047619,1,5.14811313190333,3,2.42857142857143,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"29",1966,2021,"41_-77","41_-77","stratum","41_-77","",-5.30469004217953,-7.71348401163068,-7.292265327936,-6.12659841965113,-4.47472100078783,-3.2412804741113,-2.85488509792402,-95.0103986809228,-98.7905057517577,-98.4462591960532,-96.9108390621364,-91.9368021735568,-83.6711269544435,-79.6692607757182,0.112228214285714,0.13764880952381,1,4.85859891370665,5,2.83928571428571,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"30",1966,2021,"41_-78","41_-78","stratum","41_-78","",-5.68434167242529,-8.23452104514384,-7.80241680945362,-6.55389628276218,-4.80202385489584,-3.53007200972529,-3.15233741951702,-95.9995483415148,-99.1141431288729,-98.8529706314001,-97.5963795606071,-93.3238765316609,-86.1465643652302,-82.8247565616468,0.0151910663392857,0.015625,1,5.08218362562682,1,0.75,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"31",1966,2021,"41_-79","41_-79","stratum","41_-79","",-7.08177129111056,-10.0933345917829,-9.59029377321074,-8.09149713262785,-6.07008231521991,-4.61894337897879,-4.17742809956803,-98.2398457289276,-99.7125554165444,-99.6093136707099,-99.0349205871587,-96.8068685599978,-92.5797727197321,-90.434000618031,0.0985049784821429,0.0586309523809524,1,5.91590649221491,5,3.91071428571429,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"32",1966,2021,"42_-70","42_-70","stratum","42_-70","",-8.8333383956477,-14.5270507088841,-13.5827414344064,-10.783360380059,-6.87475520312261,-4.07348476171105,-3.17467533711169,-99.3820079972448,-99.9821935206643,-99.9674143279635,-99.8118421332992,-98.0106623300783,-89.846243297303,-83.0412864868095,0.0489881267857143,0.0625,1,11.3523753717724,1,0.821428571428571,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"33",1966,2021,"42_-71","42_-71","stratum","42_-71","",-8.19652326606563,-12.8691247880988,-12.1581278933187,-9.80069018173859,-6.55441679249984,-4.28670507642915,-3.55371622994488,-99.093741498924,-99.9487770813868,-99.9199083812694,-99.6563021617165,-97.5971158173144,-91.0158976432461,-86.3320802260895,0.0433472082142857,0.0369318181818182,1,9.31540855815394,5,3.03571428571429,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"34",1966,2021,"42_-72","42_-72","stratum","42_-72","",-7.73916672464097,-11.7072656425335,-11.0685624364848,-9.0778642042847,-6.35254267820739,-4.36669471185262,-3.69007136286164,-98.8088799507303,-99.8938614399586,-99.842223541786,-99.4668742364994,-97.2943011509812,-91.4196669463521,-87.3553045196602,0.0179256245357143,0.0125,1,8.01719427967191,3,2.39285714285714,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"35",1966,2021,"42_-73","42_-73","stratum","42_-73","",-7.21739630455053,-10.1327487851339,-9.6784013633727,-8.21493876451158,-6.2577278794815,-4.85730605213056,-4.33478717194343,-98.3757212532998,-99.719404637708,-99.629712575984,-99.1036860992412,-97.1394391823432,-93.5337955411471,-91.260786140513,0.0921390717857143,0.0738095238095238,1,5.79796161319049,6,3.85714285714286,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"36",1966,2021,"42_-74","42_-74","stratum","42_-74","",-7.41309326943819,-10.2608643007811,-9.81107244990219,-8.39263746380506,-6.4480591777831,-5.08430417480711,-4.63565024752337,-98.5538057946086,-99.7405799476953,-99.6584712623105,-99.194304606756,-97.4419790273013,-94.3298836065318,-92.6509110650974,0.0521406482142857,0.037202380952381,1,5.62521405325776,5,2.58928571428571,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"37",1966,2021,"42_-75","42_-75","stratum","42_-75","",-5.93431984600293,-8.18317578567741,-7.77764076526022,-6.70149949009136,-5.18391894628843,-4.06008416262345,-3.70560118884854,-96.542867647137,-99.0864660406763,-98.8358939126803,-97.7965331977823,-94.6480745078343,-89.7679342230472,-87.4669592974085,0.121692281607143,0.150340136054422,1,4.47757459682887,8,5.14285714285714,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"38",1966,2021,"42_-76","42_-76","stratum","42_-76","",-5.12255711058961,-7.64201278036463,-7.25275773691631,-5.99274978953996,-4.24820699726604,-3.00076516032497,-2.6342376816695,-94.4542100201306,-98.7378955980243,-98.4094208440273,-96.6590173676005,-90.8149751576131,-81.2821061758914,-76.9672702675196,0.0175131839285714,0.0111607142857143,1,5.00777509869513,3,2.53571428571429,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"39",1966,2021,"42_-77","42_-77","stratum","42_-77","",-4.35659278248705,-7.16185973340945,-6.70758864122648,-5.31142171786653,-3.38307942256316,-2.01466479550726,-1.50274170040128,-91.3696749975945,-98.3213746940016,-97.804428486705,-95.029869756622,-84.936512800207,-67.3517753972116,-56.5161679762683,0.0318380594642857,0.0267857142857143,1,5.65911803300817,4,2.92857142857143,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"40",1966,2021,"42_-78","42_-78","stratum","42_-78","",-4.50185957993261,-7.4052963576249,-6.9426529330865,-5.4894009102061,-3.53969453881791,-2.01242117988168,-1.55017205394905,-92.0618312015504,-98.5470922746676,-98.0888855351094,-95.5184481447955,-86.2223607054135,-67.3106347189056,-57.6529768666335,0.0135056345535714,0.00892857142857143,1,5.85512430367586,4,3.35714285714286,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"41",1966,2021,"42_-80","42_-80","stratum","42_-80","",-4.1224186078101,-8.22122092600164,-7.55973730741837,-5.47558986356513,-2.76571142048664,-0.68085717254185,-0.0124329849484234,-90.1272337948362,-99.1070539731434,-98.674546611204,-95.4822866105297,-78.6169692424009,-31.3227402834265,-0.681520147983494,0.12715744375,0.0714285714285714,1,8.20878794105321,2,1.01785714285714,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"42",1966,2021,"42_-82","42_-82","stratum","42_-82","",-4.692801168346,-8.78074534768152,-8.21455127570953,-6.13398861476447,-3.25180154257785,-1.03617755191582,-0.371416079624021,-92.8892761899999,-99.3620912370919,-99.1034770534626,-96.9241863730594,-83.7684953095528,-43.6095724128455,-18.507493055978,0.0210996057142857,0.0119047619047619,1,8.4093292680575,2,0.589285714285714,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"43",1966,2021,"42_-85","42_-85","stratum","42_-85","",-6.66727409233886,-10.9861237531471,-10.2730492700514,-8.15839701746344,-5.10922778997117,-2.98829624688042,-2.27227537905024,-97.7516327056491,-99.8339746938198,-99.7425102184074,-99.0728072311067,-94.4111951017449,-81.1493045105563,-71.7526110434591,0.0850552038392857,0.0357142857142857,1,8.71384837409687,1,0.589285714285714,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"44",1966,2021,"42_-86","42_-86","stratum","42_-86","",-6.33675256316285,-10.6416204015116,-9.99450021574578,-7.87984798516979,-4.77739618872559,-2.45195792713785,-1.72030795843134,-97.2690948148813,-99.7946755501898,-99.6946501520355,-98.9047694823796,-93.2282150311894,-74.4717726325491,-61.4957805915671,0.0544086025,0.0267857142857143,1,8.92131244308022,1,0.696428571428571,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"45",1966,2021,"42_-88","42_-88","stratum","42_-88","",-3.38096756286015,-8.20154498579028,-7.46594201508203,-5.06221536905957,-1.63390887497875,0.974648731927799,1.89085288260092,-84.9183927895276,-99.0964640018695,-98.5985150017099,-94.2568501420345,-59.5891710086302,70.4823272491664,180.179196249669,0.00639669946428571,0.00324675324675325,1,10.0923978683912,1,0.535714285714286,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"46",1966,2021,"43_-73","43_-73","stratum","43_-73","",-5.018436843724,-8.58938482603017,-7.96306400402045,-6.20057100010639,-3.79243183342386,-1.97816640540919,-1.35132461357746,-94.1093638509642,-99.2841619882543,-98.9578783953722,-97.0419144736767,-88.0736363315854,-66.6761404286523,-52.6827737927061,0.0456795291964286,0.0520833333333333,1,7.23806021245272,4,3.03571428571429,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"47",1966,2021,"43_-75","43_-75","stratum","43_-75","",-4.95001847158207,-7.27032238240202,-6.89679583600831,-5.76593126867115,-4.12876001755909,-2.97219055162075,-2.57991836910364,-93.871389445234,-98.4259038695398,-98.0363932506202,-96.1855066253537,-90.1630840625534,-80.9764105300015,-76.2498201298508,0.169359211607143,0.315848214285714,1,4.69040401329838,5,3,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"48",1966,2021,"43_-76","43_-76","stratum","43_-76","",-5.01373695138247,-7.25262345839297,-6.89670169996265,-5.76779774007093,-4.23639246851618,-3.1120077367559,-2.76120026865859,-94.0933109287126,-98.4092941819091,-98.03628405063,-96.1896597957833,-90.7524347491177,-82.4269312082195,-78.5623378850445,0.701902709821429,1.125,1,4.49142318973438,4,2.30357142857143,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"49",1966,2021,"43_-78","43_-78","stratum","43_-78","",-2.56208924820334,-5.78488411313513,-5.23314854046075,-3.6429551784214,-1.43593420038509,0.28583972150572,0.870863014794494,-76.0095727294045,-96.227473274877,-94.7987844445482,-87.0105433485749,-54.8639498466521,16.9981091772112,61.1074105340719,0.0149245338392857,0.0119047619047619,1,6.65574712792962,1,0.892857142857143,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"50",1966,2021,"43_-79","43_-79","stratum","43_-79","",-2.56768168072865,-5.97640566966922,-5.38149189829707,-3.72292916726858,-1.39094220551501,0.35210734924887,0.893194527897605,-76.0851859783259,-96.6269193232564,-95.2281665042625,-87.5904001656836,-53.7166796846701,21.326971322403,63.0808724930573,0.00580016741071429,0.00446428571428571,1,6.86960019756682,1,0.982142857142857,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"51",1966,2021,"43_-80","43_-80","stratum","43_-80","",-2.80937887460191,-6.51091563610618,-5.84642136694127,-4.09426051033129,-1.58751696850846,0.222353847123613,0.868438362114182,-79.1387813221837,-97.5348131254653,-96.3606339555791,-89.9664894521559,-58.5274795258682,12.9933589251897,60.8946087110058,0.0126892428571429,0.00595238095238095,1,7.37935399822036,1,0.464285714285714,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"52",1966,2021,"43_-83","43_-83","stratum","43_-83","",-4.87948235401827,-8.42778058275539,-7.82716458163803,-6.10615111319517,-3.65632474035595,-1.8216427452177,-1.256746315189,-93.6161703870569,-99.2111294996092,-98.8697822802932,-96.8736124523574,-87.1092985169598,-63.6196362736602,-50.1220211193582,0.0481284616964286,0.0267857142857143,1,7.17103426756639,2,0.875,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"53",1966,2021,"43_-84","43_-84","stratum","43_-84","",-5.28238206129022,-8.61010212295285,-8.12779875542936,-6.42710542350257,-4.12586198995147,-2.50114916454736,-1.94282975828432,-94.945336660468,-99.2930306865892,-99.0556636175147,-97.4102754871279,-90.1467165446477,-75.1702503099876,-66.0089493983516,0.242674641071429,0.15625,1,6.66727236466853,2,1.07142857142857,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"54",1966,2021,"43_-85","43_-85","stratum","43_-85","",-5.54238041834502,-8.90408088734403,-8.32563971787987,-6.71448884426803,-4.36035971445994,-2.65472460731401,-2.17467241380965,-95.6545491675997,-99.4078377590623,-99.1612473706538,-97.8133425334719,-91.3883500015031,-77.2323453684501,-70.1584002652445,0.162761482142857,0.123015873015873,1,6.72940847353438,4,2.10714285714286,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"55",1966,2021,"43_-86","43_-86","stratum","43_-86","",-5.6595101165712,-9.36404414816611,-8.73130210006433,-6.92775177178657,-4.39410213875589,-2.53108724545189,-1.88657631580799,-95.9412061866101,-99.5517413454174,-99.3427932650783,-98.0719811171163,-91.5538696733101,-75.5861242975429,-64.9196682647779,0.134676498214286,0.0982142857142857,1,7.47746783235812,1,0.892857142857143,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"56",1966,2021,"43_-88","43_-88","stratum","43_-88","",-4.33516114124356,-7.64614686799387,-7.11531927497539,-5.44894901354803,-3.19893807322787,-1.50155486874956,-0.935184029917214,-91.2626657407424,-98.7409988353587,-98.2744593817067,-95.4117206236582,-83.2734378055949,-56.487341229254,-40.3556852551165,0.0254570891071429,0.0285714285714286,1,6.71096283807665,1,0.803571428571429,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"57",1966,2021,"43_-89","43_-89","stratum","43_-89","",-4.05743574780635,-7.22578558513372,-6.73582677765677,-5.14408034494323,-2.97489507945315,-1.38052077859248,-0.869638350598652,-89.7523875910065,-98.3837789389558,-97.8406827189893,-94.5229822837793,-81.0055522839449,-53.4468822941626,-38.1459599158314,0.0592583107142857,0.0331632653061224,1,6.35614723453507,3,2.19642857142857,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"58",1966,2021,"44_-73","44_-73","stratum","44_-73","",-2.71033539728643,-6.6740809860804,-6.05811113470308,-4.09324314344116,-1.32226402440262,0.784889484533795,1.52519802399519,-77.9367825402578,-97.7606336774135,-96.7844083450694,-89.9606338445803,-51.9100063277846,53.7263505702123,129.91192699081,0.0116539858035714,0.00714285714285714,1,8.19927901007559,2,1.08928571428571,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"59",1966,2021,"44_-74","44_-74","stratum","44_-74","",-0.706555030021605,-4.42489020278893,-3.81580694074211,-2.00255663381087,0.655348868901501,2.69766842884547,3.37775776439763,-32.293270664917,-91.7021737522841,-88.2319673087717,-67.1291442691761,43.2277646436017,332.346729794734,521.571443632376,0.0132600933035714,0.00535714285714286,1,7.80264796718656,2,1.39285714285714,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
"60",1966,2021,"44_-75","44_-75","stratum","44_-75","",0.828508507124293,-1.87911276963557,-1.4430529011846,-0.131515885502198,1.83589975269658,3.35743922611317,3.78103199705388,57.4286855338904,-64.7725944196067,-55.0428911594521,-6.9823733168805,171.988019394155,514.887608572428,669.997255000921,0.686915375,0.481770833333333,1,5.66014476668945,5,2.32142857142857,1,"first_difference_Spatial","Golden-winged Warbler","long-term","stratum"
